sequence.sequenceID	alignment.name	alignment.displayName	sequence.m49_country.id	sequence.m49_country.display_name	sequence.gb_place_sampled	sequence.collection_year	sequence.earliest_collection_year	sequence.latest_collection_year	sequence.gb_length	sequence.gb_create_date	sequence.gb_update_date	sequence.host	sequence.gb_pubmed_id	sequence.isolate
AB291137	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Patos	2002	2002	2002	894	01-Aug-2007	23-Dec-2008	Dusicyon sp.	18057829	BR-Pfx6
AB362483	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	-	-	2009	11924	29-Sep-2009	15-Jan-2011	Dusicyon sp.	19701711	BR-Pfx1
AB377125	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Sao Paulo state	-	1987	2006	203	05-Nov-2008	01-Jul-2014	Bos taurus	18983685	BRbr272
AB377126	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Mato Grosso state	-	1987	2006	203	05-Nov-2008	01-Jul-2014	Bos taurus	18983685	BRbv566
AB377127	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Maranhao state	-	1987	2006	203	05-Nov-2008	01-Jul-2014	Bos taurus	18983685	BRbv641
AB377128	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Maranhao state	-	1987	2006	203	05-Nov-2008	01-Jul-2014	Bos taurus	18983685	BRbv650
AB449211	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2008	1575	11-Dec-2008	26-Jul-2016	Canis lupus familiaris	20018256	BRdg77
AB449212	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2008	1575	11-Dec-2008	26-Jul-2016	Canis lupus familiaris	20018256	BRdg96
AB449213	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2008	1575	11-Dec-2008	26-Jul-2016	Canis lupus familiaris	20018256	BRdg128
AB449214	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	-	-	2008	1575	11-Dec-2008	26-Jul-2016	Canis lupus familiaris	20018256	BRdg322
AB517659	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2012	11923	02-Feb-2012	02-Feb-2012	Canis lupus familiaris	-	BRdg335
AB517660	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	-	-	2012	11925	02-Feb-2012	02-Feb-2012	-	-	BR-Pfx3
AB518487	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2010	1575	27-Feb-2010	08-Jan-2011	Felis catus	20926638	BRct9
AB518488	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2010	1575	27-Feb-2010	08-Jan-2011	Felis catus	20926638	BRct22
AB518489	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2010	1575	27-Feb-2010	08-Jan-2011	Canis lupus familiaris	20926638	BRdg13
AB518490	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2010	1575	27-Feb-2010	08-Jan-2011	Canis lupus familiaris	20926638	BRdg117
AB518491	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2010	1575	27-Feb-2010	08-Jan-2011	Canis lupus familiaris	20926638	BRdg125
AB518492	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2010	1575	27-Feb-2010	08-Jan-2011	Canis lupus familiaris	20926638	BRdg603
AB518493	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	-	-	2010	1575	27-Feb-2010	08-Jan-2011	Canis lupus familiaris	20926638	BRdg640
AB518494	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	-	-	2010	1575	27-Feb-2010	08-Jan-2011	Canis lupus familiaris	20926638	BRdg642
AB518495	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	-	-	2010	1575	27-Feb-2010	08-Jan-2011	Canis lupus familiaris	20926638	BRdg652
AF357285	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Sao Paulo State	1998	1998	1998	600	05-Apr-2001	19-Apr-2011	Desmodus rotundus	12113496	VB8
AY233398	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Canis familiaris	15763144	Tucdg37
AY233399	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Canis familiaris	15763144	Jujdg40
AY233400	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Canis familiaris	15763144	Tucdg38
AY233401	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Canis familiaris	15763144	Tucdg35
AY233402	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Canis familiaris	15763144	Tucdg39
AY233403	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Canis familiaris	15763144	Tucdg36
AY233404	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Canis familiaris	15763144	Fordg53
AY233405	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Canis familiaris	15763144	Fordg71
AY233406	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Vulpes vulpes	15763144	Chafx119
AY233407	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Canis familiaris	15763144	Chadg120
AY233408	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Canis familiaris	15763144	Saldg146
AY233409	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Canis familiaris	15763144	Saldg46
AY233410	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Canis familiaris	15763144	Saldg51
AY233411	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Canis familiaris	15763144	Saldg48
AY233412	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Felis catus	15763144	Salct49
AY233413	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Canis familiaris	15763144	Saldg20
AY233414	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Canis familiaris	15763144	Saldg19
AY233415	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Felis catus	15763144	Salct50
AY233416	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Canis familiaris	15763144	Saldg42
AY233417	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Canis familiaris	15763144	Saldg15
AY233418	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Canis familiaris	15763144	Saldg43
AY233419	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Canis familiaris	15763144	Saldg45
AY233420	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Canis familiaris	15763144	Saldg4
AY233421	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Felis catus	15763144	Salct47
AY233422	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Canis familiaris	15763144	Saldg17
AY233423	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Canis familiaris	15763144	Saldg126
AY233424	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Canis familiaris	15763144	Saldg21
AY233425	AL_Cosmopolitan	Cosmopolitan	ARG	Argentina	-	-	-	2004	320	28-Feb-2004	26-Jul-2016	Felis catus	15763144	Salct41
AY561762	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Nuevo Laredo, Tamaulipas	2002	2002	2002	267	10-Mar-2004	10-Mar-2004	15896399	-	4508tampct02
AY561763	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Nuevo Laredo, Tamaulipas	2002	2002	2002	267	10-Mar-2004	10-Mar-2004	15896399	-	4506tampct02
AY561764	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Coahuila	2001	2001	2001	267	10-Mar-2004	25-May-2005	Canis latrans	15896399	247coahcy01
AY561765	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Zacatecas	2000	2000	2000	267	10-Mar-2004	25-May-2005	Bos taurus	15896399	3269zacbov00
AY561766	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	San Luis Potosi	1996	1996	1996	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	4823slpdg99
AY561767	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	San Luis Potosi	1999	1999	1999	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	4815slpdg99
AY561768	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Jalisco	2002	2002	2002	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	3313jaldg02
AY561769	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Guanajuato	2001	2001	2001	267	10-Mar-2004	25-May-2005	Felis catus	15896399	3275gtoct01
AY561770	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Michoacan	2000	2000	2000	267	10-Mar-2004	10-Mar-2004	Canis familiaris	-	3288michdg00
AY561771	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Distrito Federal	1999	1999	1999	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	3299dfdg99
AY561772	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Distrito Federal	2000	2000	2000	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	3260dfdg00
AY561773	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Estado de Mexico	1998	1998	1998	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	3244mxdg98
AY561774	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Estado de Mexico	1999	1999	1999	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	3284mxdg99
AY561775	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Estado de Mexico	2001	2001	2001	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	3267mxdg01
AY561776	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Estado de Mexico	2002	2002	2002	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	4514mxdg02
AY561777	AL_Cosmopolitan_AM2b	Cosmopolitan AM2b	MEX	Mexico	Estado de Mexico	2002	2002	2002	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	3304mxdg02
AY561778	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Estado de Mexico	2002	2002	2002	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	4516mxdg02
AY561779	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Estado de Mexico	2002	2002	2002	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	4511mxdg02
AY561780	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Puebla	1996	1996	1996	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	4822puedg96
AY561781	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Puebla	2000	2000	2000	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	3281puedg00
AY561782	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Puebla	2001	2001	2001	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	3279puedg01
AY561783	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Estado de Mexico	2002	2002	2002	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	4491mxdg02
AY561784	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Puebla	2002	2002	2002	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	4513puedg02
AY561785	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Puebla	2002	2002	2002	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	4519puedg02
AY561786	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Tlaxcala	2001	2001	2001	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	3302tlxdg01
AY561787	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Tlaxcala	2002	2002	2002	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	3303tlxdg02
AY561788	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Hidalgo	2002	2002	2002	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	3325hgodg02
AY561789	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Guerrero	1999	1999	1999	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	3278grodg99
AY561790	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Guerrero	2000	2000	2000	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	3251grodg00
AY561791	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Guerrero	2001	2001	2001	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	3285grodg01
AY561792	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Guerrero	2001	2001	2001	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	3287grodg01
AY561793	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Chiapas	2002	2002	2002	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	4486chisdg02
AY561794	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Yucatan	1999	1999	1999	267	10-Mar-2004	26-Jul-2016	Canis familiaris	15896399	4476yucdg99
AY561796	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Yucatan	2001	2001	2001	267	10-Mar-2004	25-May-2005	Canis familiaris	15896399	4481yucdg01
AY561797	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Yucatan	2002	2002	2002	267	10-Mar-2004	25-May-2005	Sus scrofa	15896399	4480yucpg02
AY561798	AL_Cosmopolitan_AM2b	Cosmopolitan AM2b	MEX	Mexico	Zacatecas	1999	1999	1999	267	10-Mar-2004	25-May-2005	Urocyon cinereoargenteus	15896399	3280zacfx99
AY561799	AL_Cosmopolitan_AM2b	Cosmopolitan AM2b	MEX	Mexico	Sonora	2001	2001	2001	267	10-Mar-2004	25-May-2005	Urocyon cinereoargenteus	15896399	3253sonfx01
AY561800	AL_Cosmopolitan_AM2b	Cosmopolitan AM2b	MEX	Mexico	Sonora	2002	2002	2002	267	10-Mar-2004	25-May-2005	Lynx rufus	15896399	4510sonbct02
AY561801	AL_Cosmopolitan_AM2b	Cosmopolitan AM2b	MEX	Mexico	Sonora	2002	2002	2002	267	10-Mar-2004	25-May-2005	Urocyon cinereoargenteus	15896399	4498sonfx02
AY561802	AL_Cosmopolitan_AM2b	Cosmopolitan AM2b	MEX	Mexico	Chihuahua	2001	2001	2001	267	10-Mar-2004	25-May-2005	Puma Concolor	15896399	3282chihpm01
AY561803	AL_Cosmopolitan_AM2b	Cosmopolitan AM2b	MEX	Mexico	Sinaloa	2001	2001	2001	267	10-Mar-2004	25-May-2005	Lynx rufus	15896399	3264sinbct01
AY561804	AL_Cosmopolitan_Vac2	Cosmopolitan Vac2	MEX	Mexico	Sinaloa	-	-	2004	267	10-Mar-2004	25-May-2005	-	15896399	641sinsk01
AY561805	AL_Cosmopolitan_Vac2	Cosmopolitan Vac2	MEX	Mexico	Sinaloa	-	-	2004	267	10-Mar-2004	25-May-2005	-	15896399	231sinsk01
AY561806	AL_Cosmopolitan_Vac2	Cosmopolitan Vac2	MEX	Mexico	Durango	-	-	2004	267	10-Mar-2004	26-Jul-2016	-	15896399	1535dgosk01
AY561807	AL_Cosmopolitan	Cosmopolitan	MEX	Mexico	Baja California Sur	2001	2001	2001	267	10-Mar-2004	25-May-2005	Mephitidae	15896399	3265bcssk01
AY561808	AL_Cosmopolitan	Cosmopolitan	MEX	Mexico	Baja California Sur	2002	2002	2002	267	10-Mar-2004	25-May-2005	Mephitidae	15896399	3290bcssk02
AY561809	AL_Cosmopolitan	Cosmopolitan	MEX	Mexico	Baja California Sur	2002	2002	2002	267	10-Mar-2004	25-May-2005	Bos taurus	15896399	3259bcsbv02
AY561810	AL_RAC-SK	RAC-SK	MEX	Mexico	Ciudad Juarez, Chihuahua	-	-	2004	267	10-Mar-2004	25-May-2005	-	15896399	3291chihbv99
AY561811	AL_RAC-SK	RAC-SK	MEX	Mexico	Jalisco	-	-	2004	267	10-Mar-2004	25-May-2005	-	15896399	3247jalsk01
AY561812	AL_RAC-SK	RAC-SK	MEX	Mexico	Jalisco	-	-	2004	267	10-Mar-2004	25-May-2005	-	15896399	3296jalsk01
AY561813	AL_RAC-SK	RAC-SK	MEX	Mexico	Jalisco	-	-	2004	267	10-Mar-2004	25-May-2005	-	15896399	3289jalct00
AY561814	AL_RAC-SK	RAC-SK	MEX	Mexico	Zacatecas	-	-	2004	267	10-Mar-2004	25-May-2005	-	15896399	3248zacsk01
AY561815	AL_RAC-SK	RAC-SK	MEX	Mexico	Durango	-	-	2004	267	10-Mar-2004	25-May-2005	-	15896399	4489dgosk01
AY561816	AL_RAC-SK	RAC-SK	MEX	Mexico	San Luis Potosi	-	-	2004	267	10-Mar-2004	25-May-2005	-	15896399	4502slpsk02
AY561817	AL_RAC-SK	RAC-SK	MEX	Mexico	San Luis Potosi	-	-	2004	267	10-Mar-2004	25-May-2005	-	15896399	4505slpsk02
AY561818	AL_Cosmopolitan	Cosmopolitan	MEX	Mexico	Yucatan	1999	1999	1999	267	10-Mar-2004	25-May-2005	Cervidae	15896399	4475yucdeer99
AY561819	AL_Cosmopolitan	Cosmopolitan	MEX	Mexico	Yucatan	1999	1999	1999	267	10-Mar-2004	25-May-2005	Dasyprocta	15896399	4463yuctepz99
AY561820	AL_Cosmopolitan	Cosmopolitan	MEX	Mexico	Yucatan	-	-	2004	267	10-Mar-2004	25-May-2005	Dasyprocta	15896399	4464yuctepz99
AY561821	AL_Cosmopolitan	Cosmopolitan	MEX	Mexico	Yucatan	-	-	2004	267	10-Mar-2004	25-May-2005	-	15896399	4466yucuknW5
AY561822	AL_Cosmopolitan	Cosmopolitan	MEX	Mexico	Yucatan	-	-	2004	267	10-Mar-2004	25-May-2005	Mephitidae	15896399	4471yucsk01
AY563516	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2004	533	22-Mar-2004	26-Jul-2016	Homo sapiens	-	428M
AY649874	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	F09/00
AY649875	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	F11/01
AY649876	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	F10/01
AY649877	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	C57/00
AY649878	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	C58/00
AY649879	AL_Cosmopolitan	Cosmopolitan	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	C54/99
AY649880	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	C42/97
AY649881	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	C48/98
AY649882	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	C49/98
AY649883	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	C51/98
AY649884	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	C41/97
AY649885	AL_Cosmopolitan	Cosmopolitan	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	C50/98
AY649886	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	C52/98
AY649887	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	C47/98
AY649888	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	C40/97
AY649889	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	C38/97
AY649890	AL_Cosmopolitan	Cosmopolitan	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	C39/97
AY649891	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	C44/97
AY649892	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	C43/97
AY649893	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	C46/98
AY649894	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	F01/00
AY649895	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	F02/00
AY649896	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	F03/00
AY649897	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	F04/00
AY649898	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	F05/00
AY649899	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	F06/00
AY649900	AL_Cosmopolitan	Cosmopolitan	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	F07/00
AY649901	AL_Cosmopolitan	Cosmopolitan	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	F08/00
AY649902	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	F12/01
AY649903	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	F13/01
AY649904	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	F14/02
AY649905	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	F15/02
AY649906	AL_Cosmopolitan	Cosmopolitan	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	F16/02
AY649907	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	F17/02
AY649908	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	F18/02
AY649909	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	F19/02
AY649910	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	F20/03
AY649911	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	C64/03
AY649912	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	C65/03
AY649913	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	-	-	2004	147	20-Jul-2004	26-Jul-2016	-	15962560	C66/03
AY649914	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	Barranquilla	1999	1999	1999	258	07-Jul-2004	26-Jul-2016	Canis familiaris	15962560	C54/99
AY649915	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	San Antero	1997	1997	1997	258	07-Jul-2004	26-Jul-2016	Canis familiaris	15962560	C42/97
AY649916	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	Momil	1998	1998	1998	258	07-Jul-2004	26-Jul-2016	Canis familiaris	15962560	C51/98
AY649917	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	Montería	1998	1998	1998	258	07-Jul-2004	26-Jul-2016	Canis familiaris	15962560	C48/98
AY649918	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	Sabaneta	1998	1998	1998	258	07-Jul-2004	26-Jul-2016	Canis familiaris	15962560	C49/98
